Date,Source,value
1958/05/01,Princeton,172.81
1958/06/01,Princeton,107.86
1958/07/01,Princeton,25.996
1958/08/01,Princeton,24.232
1958/09/01,Princeton,31.906
1958/10/01,Princeton,13.04
1958/11/01,Princeton,15.538
1958/12/01,Princeton,80.653
1959/01/01,Princeton,13.03
1959/02/01,Princeton,10.894
1959/03/01,Princeton,40.499
1959/04/01,Princeton,383.75
1959/05/01,Princeton,91.115
1959/06/01,Princeton,69.088
1959/07/01,Princeton,72.66
1959/08/01,Princeton,44.744
1959/09/01,Princeton,17.957
1959/10/01,Princeton,11.368
1959/11/01,Princeton,15.744
1959/12/01,Princeton,148.03
1960/01/01,Princeton,19.382
1960/02/01,Princeton,4.7347
1960/03/01,Princeton,115.05
1960/04/01,Princeton,147.43
1960/05/01,Princeton,206.08
1960/06/01,Princeton,104.93
1960/07/01,Princeton,43.275
1960/08/01,Princeton,14.672
1960/09/01,Princeton,19.148
1960/10/01,Princeton,53.263
1960/11/01,Princeton,6.64
1960/12/01,Princeton,23.751
1961/01/01,Princeton,2.2756
1961/02/01,Princeton,78.124
1961/03/01,Princeton,20.138
1961/04/01,Princeton,103.18
1961/05/01,Princeton,29.52
1961/06/01,Princeton,37.847
1961/07/01,Princeton,122.28
1961/08/01,Princeton,30.34
1961/09/01,Princeton,229.65
1961/10/01,Princeton,117.16
1961/11/01,Princeton,230.45
1961/12/01,Princeton,113.16
1962/01/01,Princeton,92.908
1962/02/01,Princeton,5.0912
1962/03/01,Princeton,102.54
1962/04/01,Princeton,76.004
1962/05/01,Princeton,93.653
1962/06/01,Princeton,37.44
1962/07/01,Princeton,47.676
1962/08/01,Princeton,29.077
1962/09/01,Princeton,19.891
1962/10/01,Princeton,7.3151
1962/11/01,Princeton,24.237
1962/12/01,Princeton,86.634
1963/01/01,Princeton,16.242
1963/02/01,Princeton,3.2926
1963/03/01,Princeton,121.37
1963/04/01,Princeton,276.17
1963/05/01,Princeton,123.37
1963/06/01,Princeton,72.546
1963/07/01,Princeton,33.771
1963/08/01,Princeton,50.621
1963/09/01,Princeton,20.205
1963/10/01,Princeton,42.827
1963/11/01,Princeton,110.87
1963/12/01,Princeton,61.728
1964/01/01,Princeton,50.175
1964/02/01,Princeton,5.4657
1964/03/01,Princeton,33.422
1964/04/01,Princeton,124.74
1964/05/01,Princeton,130.78
1964/06/01,Princeton,36.434
1964/07/01,Princeton,12.277
1964/08/01,Princeton,23.336
1964/09/01,Princeton,25.76
1964/10/01,Princeton,28.875
1964/11/01,Princeton,2.6217
1964/12/01,Princeton,192.4
1965/01/01,Princeton,76.279
1965/02/01,Princeton,0
1965/03/01,Princeton,4.5856
1965/04/01,Princeton,86.272
1965/05/01,Princeton,123.98
1965/06/01,Princeton,45.567
1965/07/01,Princeton,15.559
1965/08/01,Princeton,29.193
1965/09/01,Princeton,65.662
1965/10/01,Princeton,96.327
1965/11/01,Princeton,203.37
1965/12/01,Princeton,18.545
1966/01/01,Princeton,100.32
1966/02/01,Princeton,6.2882
1966/03/01,Princeton,94.858
1966/04/01,Princeton,173.97
1966/05/01,Princeton,211.64
1966/06/01,Princeton,91.257
1966/07/01,Princeton,35.376
1966/08/01,Princeton,30.35
1966/09/01,Princeton,11.209
1966/10/01,Princeton,95.794
1966/11/01,Princeton,107.84
1966/12/01,Princeton,47.557
1967/01/01,Princeton,0.23563
1967/02/01,Princeton,36.146
1967/03/01,Princeton,6.6636
1967/04/01,Princeton,140.5
1967/05/01,Princeton,138.1
1967/06/01,Princeton,65.079
1967/07/01,Princeton,35.875
1967/08/01,Princeton,117.33
1967/09/01,Princeton,164.84
1967/10/01,Princeton,164.03
1967/11/01,Princeton,208.8
1967/12/01,Princeton,8.4182
1968/01/01,Princeton,0.0093025
1968/02/01,Princeton,77.812
1968/03/01,Princeton,267.81
1968/04/01,Princeton,220.67
1968/05/01,Princeton,264.12
1968/06/01,Princeton,102.63
1968/07/01,Princeton,70.267
1968/08/01,Princeton,40.01
1968/09/01,Princeton,33.726
1968/10/01,Princeton,66.656
1968/11/01,Princeton,383.87
1968/12/01,Princeton,70.137
1969/01/01,Princeton,10.095
1969/02/01,Princeton,67.532
1969/03/01,Princeton,95.25
1969/04/01,Princeton,18.902
1969/05/01,Princeton,74.713
1969/06/01,Princeton,48.765
1969/07/01,Princeton,55.654
1969/08/01,Princeton,66.31
1969/09/01,Princeton,23.711
1969/10/01,Princeton,75.958
1969/11/01,Princeton,184.62
1969/12/01,Princeton,12.08
1970/01/01,Princeton,19.222
1970/02/01,Princeton,0.42471
1970/03/01,Princeton,46.892
1970/04/01,Princeton,122.49
1970/05/01,Princeton,112.5
1970/06/01,Princeton,21.759
1970/07/01,Princeton,46.718
1970/08/01,Princeton,41.252
1970/09/01,Princeton,50.254
1970/10/01,Princeton,16.639
1970/11/01,Princeton,15.737
1970/12/01,Princeton,61.471
1971/01/01,Princeton,0.53162
1971/02/01,Princeton,0.011919
1971/03/01,Princeton,101.3
1971/04/01,Princeton,41.242
1971/05/01,Princeton,137.08
1971/06/01,Princeton,102.58
1971/07/01,Princeton,30.442
1971/08/01,Princeton,14.708
1971/09/01,Princeton,27.499
1971/10/01,Princeton,8.0589
1971/11/01,Princeton,22
1971/12/01,Princeton,40.679
1972/01/01,Princeton,120.67
1972/02/01,Princeton,44.404
1972/03/01,Princeton,22.796
1972/04/01,Princeton,24.718
1972/05/01,Princeton,279.26
1972/06/01,Princeton,2.1615
1972/07/01,Princeton,17.389
1972/08/01,Princeton,46.853
1972/09/01,Princeton,124.6
1972/10/01,Princeton,166.14
1972/11/01,Princeton,104.07
1972/12/01,Princeton,101.99
1973/01/01,Princeton,20.704
1973/02/01,Princeton,3.6012
1973/03/01,Princeton,10.719
1973/04/01,Princeton,152.88
1973/05/01,Princeton,151.67
1973/06/01,Princeton,93.176
1973/07/01,Princeton,11.315
1973/08/01,Princeton,40.853
1973/09/01,Princeton,17.305
1973/10/01,Princeton,42.905
1973/11/01,Princeton,101.44
1973/12/01,Princeton,37.095
1974/01/01,Princeton,25.066
1974/02/01,Princeton,3.6404
1974/03/01,Princeton,36.847
1974/04/01,Princeton,72.57
1974/05/01,Princeton,102.52
1974/06/01,Princeton,83.209
1974/07/01,Princeton,81.707
1974/08/01,Princeton,13.643
1974/09/01,Princeton,17.147
1974/10/01,Princeton,13.294
1974/11/01,Princeton,52.815
1974/12/01,Princeton,13.006
1975/01/01,Princeton,10.937
1975/02/01,Princeton,0.38499
1975/03/01,Princeton,16.694
1975/04/01,Princeton,151.4
1975/05/01,Princeton,155.46
1975/06/01,Princeton,72.714
1975/07/01,Princeton,55.611
1975/08/01,Princeton,9.2881
1975/09/01,Princeton,39.225
1975/10/01,Princeton,22.45
1975/11/01,Princeton,29.338
1975/12/01,Princeton,45.288
1976/01/01,Princeton,76.632
1976/02/01,Princeton,15.929
1976/03/01,Princeton,9.7409
1976/04/01,Princeton,39.538
1976/05/01,Princeton,93.88
1976/06/01,Princeton,72.297
1976/07/01,Princeton,83.043
1976/08/01,Princeton,61.865
1976/09/01,Princeton,48.094
1976/10/01,Princeton,33.587
1976/11/01,Princeton,51.86
1976/12/01,Princeton,44.93
1977/01/01,Princeton,10.387
1977/02/01,Princeton,4.0211
1977/03/01,Princeton,53.342
1977/04/01,Princeton,93.979
1977/05/01,Princeton,57.626
1977/06/01,Princeton,52.331
1977/07/01,Princeton,22.636
1977/08/01,Princeton,52.919
1977/09/01,Princeton,96.683
1977/10/01,Princeton,214.86
1977/11/01,Princeton,184.69
1977/12/01,Princeton,124.78
1978/01/01,Princeton,64.79
1978/02/01,Princeton,7.6706
1978/03/01,Princeton,121.42
1978/04/01,Princeton,183.3
1978/05/01,Princeton,145.56
1978/06/01,Princeton,67.283
1978/07/01,Princeton,35.706
1978/08/01,Princeton,28.546
1978/09/01,Princeton,30.209
1978/10/01,Princeton,46.79
1978/11/01,Princeton,189.32
1978/12/01,Princeton,219.41
1979/01/01,Princeton,180.3
1979/02/01,Princeton,44.733
1979/03/01,Princeton,109.52
1979/04/01,Princeton,138.8
1979/05/01,Princeton,258.78
1979/06/01,Princeton,67.06
1979/07/01,Princeton,48.94
1979/08/01,Princeton,19.364
1979/09/01,Princeton,50.898
1979/10/01,Princeton,23.026
1979/11/01,Princeton,77.396
1979/12/01,Princeton,89.873
1980/01/01,Princeton,8.4004
1980/02/01,Princeton,7.9708
1980/03/01,Princeton,13.393
1980/04/01,Princeton,39.168
1980/05/01,Princeton,49.792
1980/06/01,Princeton,25.178
1980/07/01,Princeton,39.059
1980/08/01,Princeton,132.79
1980/09/01,Princeton,29.336
1980/10/01,Princeton,7.2821
1980/11/01,Princeton,84.708
1980/12/01,Princeton,35.439
1981/01/01,Princeton,18.188
1981/02/01,Princeton,0.21573
1981/03/01,Princeton,293.98
1981/04/01,Princeton,89.362
1981/05/01,Princeton,87.371
1981/06/01,Princeton,34.501
1981/07/01,Princeton,26.635
1981/08/01,Princeton,71.201
1981/09/01,Princeton,32.723
1981/10/01,Princeton,82.412
1981/11/01,Princeton,47.466
1981/12/01,Princeton,144.37
1982/01/01,Princeton,3.8188
1982/02/01,Princeton,0.013152
1982/03/01,Princeton,77.379
1982/04/01,Princeton,152.79
1982/05/01,Princeton,337.56
1982/06/01,Princeton,53.992
1982/07/01,Princeton,80.811
1982/08/01,Princeton,23.776
1982/09/01,Princeton,57.888
1982/10/01,Princeton,151.12
1982/11/01,Princeton,110.4
1982/12/01,Princeton,99.741
1983/01/01,Princeton,1.88
1983/02/01,Princeton,33.348
1983/03/01,Princeton,16.982
1983/04/01,Princeton,76.453
1983/05/01,Princeton,349.24
1983/06/01,Princeton,83.41
1983/07/01,Princeton,63.726
1983/08/01,Princeton,20.428
1983/09/01,Princeton,43.808
1983/10/01,Princeton,15.682
1983/11/01,Princeton,30.816
1983/12/01,Princeton,41.078
1984/01/01,Princeton,0.80282
1984/02/01,Princeton,0.056281
1984/03/01,Princeton,16.283
1984/04/01,Princeton,231.07
1984/05/01,Princeton,121.23
1984/06/01,Princeton,97.843
1984/07/01,Princeton,47.451
1984/08/01,Princeton,11.461
1984/09/01,Princeton,26.93
1984/10/01,Princeton,135.65
1984/11/01,Princeton,132.1
1984/12/01,Princeton,104.03
1985/01/01,Princeton,5.5148
1985/02/01,Princeton,49.643
1985/03/01,Princeton,26.903
1985/04/01,Princeton,201.82
1985/05/01,Princeton,135.04
1985/06/01,Princeton,18.693
1985/07/01,Princeton,61.344
1985/08/01,Princeton,26.12
1985/09/01,Princeton,20.403
1985/10/01,Princeton,19.523
1985/11/01,Princeton,122.15
1985/12/01,Princeton,92.179
1986/01/01,Princeton,14.059
1986/02/01,Princeton,0.87701
1986/03/01,Princeton,32.629
1986/04/01,Princeton,209.2
1986/05/01,Princeton,233.65
1986/06/01,Princeton,17.394
1986/07/01,Princeton,12.488
1986/08/01,Princeton,37.132
1986/09/01,Princeton,18.789
1986/10/01,Princeton,22.809
1986/11/01,Princeton,59.025
1986/12/01,Princeton,161.47
1987/01/01,Princeton,22.52
1987/02/01,Princeton,0.51984
1987/03/01,Princeton,1.9964
1987/04/01,Princeton,99.213
1987/05/01,Princeton,193.18
1987/06/01,Princeton,19.373
1987/07/01,Princeton,59.297
1987/08/01,Princeton,105.04
1987/09/01,Princeton,26.516
1987/10/01,Princeton,16.542
1987/11/01,Princeton,28.714
1987/12/01,Princeton,19.829
1988/01/01,Princeton,19.89
1988/02/01,Princeton,3.6805
1988/03/01,Princeton,79.875
1988/04/01,Princeton,190.35
1988/05/01,Princeton,35.093
1988/06/01,Princeton,90.781
1988/07/01,Princeton,27.04
1988/08/01,Princeton,27.375
1988/09/01,Princeton,42.374
1988/10/01,Princeton,23.232
1988/11/01,Princeton,107.76
1988/12/01,Princeton,133.12
1989/01/01,Princeton,28.958
1989/02/01,Princeton,0.083073
1989/03/01,Princeton,89.476
1989/04/01,Princeton,111.08
1989/05/01,Princeton,97.311
1989/06/01,Princeton,38.054
1989/07/01,Princeton,33.111
1989/08/01,Princeton,42.666
1989/09/01,Princeton,27.802
1989/10/01,Princeton,81.732
1989/11/01,Princeton,148.6
1989/12/01,Princeton,121.87
1990/01/01,Princeton,37.531
1990/02/01,Princeton,57.601
1990/03/01,Princeton,198.98
1990/04/01,Princeton,76.142
1990/05/01,Princeton,70.716
1990/06/01,Princeton,44.14
1990/07/01,Princeton,13.063
1990/08/01,Princeton,15.86
1990/09/01,Princeton,36.263
1990/10/01,Princeton,105.21
1990/11/01,Princeton,61.091
1990/12/01,Princeton,192.05
1991/01/01,Princeton,22.077
1991/02/01,Princeton,3.4897
1991/03/01,Princeton,67.21
1991/04/01,Princeton,38.566
1991/05/01,Princeton,256.02
1991/06/01,Princeton,61.733
1991/07/01,Princeton,71.904
1991/08/01,Princeton,69.019
1991/09/01,Princeton,13.409
1991/10/01,Princeton,42.767
1991/11/01,Princeton,44.26
1991/12/01,Princeton,80.922
1992/01/01,Princeton,2.6176
1992/02/01,Princeton,3.5128
1992/03/01,Princeton,25.142
1992/04/01,Princeton,97.383
1992/05/01,Princeton,129.54
1992/06/01,Princeton,40.349
1992/07/01,Princeton,71.623
1992/08/01,Princeton,16.2
1992/09/01,Princeton,16.122
1992/10/01,Princeton,16.807
1992/11/01,Princeton,177.72
1992/12/01,Princeton,155.25
1993/01/01,Princeton,142.38
1993/02/01,Princeton,4.43
1993/03/01,Princeton,23.225
1993/04/01,Princeton,62.008
1993/05/01,Princeton,119.15
1993/06/01,Princeton,63.306
1993/07/01,Princeton,23.686
1993/08/01,Princeton,22.965
1993/09/01,Princeton,26.588
1993/10/01,Princeton,47.854
1993/11/01,Princeton,66.761
1993/12/01,Princeton,77.64
1994/01/01,Princeton,3.8439
1994/02/01,Princeton,0
1994/03/01,Princeton,36.914
1994/04/01,Princeton,198.03
1994/05/01,Princeton,205.91
1994/06/01,Princeton,46.115
1994/07/01,Princeton,87.335
1994/08/01,Princeton,29.49
1994/09/01,Princeton,93.397
1994/10/01,Princeton,53.597
1994/11/01,Princeton,173.32
1994/12/01,Princeton,226.69
1995/01/01,Princeton,6.7992
1995/02/01,Princeton,20.277
1995/03/01,Princeton,57.468
1995/04/01,Princeton,107.55
1995/05/01,Princeton,168.42
1995/06/01,Princeton,3.6838
1995/07/01,Princeton,39.831
1995/08/01,Princeton,85.695
1995/09/01,Princeton,31.721
1995/10/01,Princeton,82.944
1995/11/01,Princeton,107.7
1995/12/01,Princeton,64.178
1996/01/01,Princeton,12.364
1996/02/01,Princeton,21.294
1996/03/01,Princeton,152.05
1996/04/01,Princeton,87.073
1996/05/01,Princeton,254.75
1996/06/01,Princeton,10.247
1996/07/01,Princeton,35.178
1996/08/01,Princeton,13.545
1996/09/01,Princeton,12.198
1996/10/01,Princeton,12.659
1996/11/01,Princeton,120.22
1996/12/01,Princeton,4.7852
1997/01/01,Princeton,0.23845
1997/02/01,Princeton,0
1997/03/01,Princeton,82.098
1997/04/01,Princeton,157.87
1997/05/01,Princeton,153.87
1997/06/01,Princeton,120.32
1997/07/01,Princeton,55.721
1997/08/01,Princeton,15.713
1997/09/01,Princeton,38.153
1997/10/01,Princeton,152.04
1997/11/01,Princeton,235.73
1997/12/01,Princeton,267.01
1998/01/01,Princeton,273.14
1998/02/01,Princeton,75.5
1998/03/01,Princeton,58.982
1998/04/01,Princeton,229.51
1998/05/01,Princeton,162.82
1998/06/01,Princeton,88.042
1998/07/01,Princeton,16.055
1998/08/01,Princeton,16.474
1998/09/01,Princeton,55.033
1998/10/01,Princeton,26.026
1998/11/01,Princeton,77.931
1998/12/01,Princeton,8.5633
1999/01/01,Princeton,20.748
1999/02/01,Princeton,16.285
1999/03/01,Princeton,75.497
1999/04/01,Princeton,171
1999/05/01,Princeton,125.11
1999/06/01,Princeton,65.387
1999/07/01,Princeton,58.928
1999/08/01,Princeton,58.655
1999/09/01,Princeton,43.242
1999/10/01,Princeton,26.14
1999/11/01,Princeton,135.25
1999/12/01,Princeton,82.418